layer,object,n_sigmas,sigma1,er99,er999
38,q_proj_full,4096,5.887723445892334,3471,3964
38,v_proj_full,256,1.2313718795776367,248,255
39,G_stacked,4096,4.021912097930908,3398,3945
39,K_stacked,256,1.2603360414505005,221,249
39,O_stacked,4096,3.1212780475616455,3342,3887
39,QK_stacked_key,256,4.648781776428223,221,249
39,QK_stacked_query,4096,3.1286509037017822,3225,3873
39,Q_stacked,4096,3.349824905395508,3307,3916
39,VO_stacked_read,256,3.749687671661377,242,254
39,VO_stacked_write,4096,2.7377912998199463,3393,3914
39,V_stacked,256,1.0688347816467285,243,254
39,gate_proj_full,4096,12.710819244384766,3416,3951
39,k_proj_full,256,1.789044976234436,221,249
39,o_proj_full,4096,2.7636399269104004,3451,3945
39,q_proj_full,4096,5.519709587097168,3293,3906
39,v_proj_full,256,1.027705192565918,243,254
40,G_stacked,4096,4.476140975952148,3433,3945
40,K_stacked,256,1.2093281745910645,237,252
40,O_stacked,4096,3.6991255283355713,3342,3858
40,QK_stacked_key,256,4.714460372924805,236,253
40,QK_stacked_query,4096,2.67283296585083,3263,3849
40,Q_stacked,4096,2.9048397541046143,3358,3911
40,VO_stacked_read,256,3.5803396701812744,243,254
40,VO_stacked_write,4096,3.1043431758880615,3291,3859
40,V_stacked,256,1.0341687202453613,246,255
40,gate_proj_full,4096,13.246467590332031,3439,3948
40,k_proj_full,256,2.449280261993408,235,252
40,o_proj_full,4096,3.170891523361206,3406,3925
40,q_proj_full,4096,5.868006706237793,3455,3938
40,v_proj_full,256,1.2491159439086914,246,255
41,G_stacked,4096,4.685386657714844,3473,3959
41,K_stacked,256,1.248374581336975,237,252
41,O_stacked,4096,3.4866526126861572,3425,3935
41,QK_stacked_key,256,4.934726715087891,236,252
41,QK_stacked_query,4096,2.6172454357147217,3285,3859
41,Q_stacked,4096,2.8753349781036377,3444,3952
41,VO_stacked_read,256,3.5438477993011475,245,254
41,VO_stacked_write,4096,3.0316836833953857,3372,3897
41,V_stacked,256,1.0191808938980103,247,254
41,gate_proj_full,4096,15.226852416992188,3466,3958
41,k_proj_full,256,3.1973228454589844,237,252
41,o_proj_full,4096,3.285733699798584,3459,3946
41,q_proj_full,4096,5.874772071838379,3528,3979
41,v_proj_full,256,1.299367904663086,247,255
42,G_stacked,4096,4.932189464569092,3399,3908
42,K_stacked,256,1.2689924240112305,239,253
42,O_stacked,4096,3.915250778198242,3406,3916
42,QK_stacked_key,256,5.0344157218933105,238,253
42,QK_stacked_query,4096,2.9471383094787598,3365,3911
42,Q_stacked,4096,3.1542787551879883,3510,3975
42,VO_stacked_read,256,5.0002946853637695,239,253
42,VO_stacked_write,4096,2.595069408416748,3215,3824
42,V_stacked,256,1.2933876514434814,244,254
42,gate_proj_full,4096,14.090433120727539,3394,3906
42,k_proj_full,256,3.2186903953552246,239,253
42,o_proj_full,4096,3.616942882537842,3406,3915
42,q_proj_full,4096,5.065228462219238,3573,3996
42,v_proj_full,256,2.155184268951416,244,254
43,G_stacked,4096,4.0263495445251465,3441,3964
43,K_stacked,256,1.1769448518753052,221,249
43,O_stacked,4096,3.255352735519409,3408,3901
43,QK_stacked_key,256,4.508740425109863,223,251
43,QK_stacked_query,4096,3.9544148445129395,2897,3738
43,Q_stacked,4096,3.7982118129730225,2962,3766
43,VO_stacked_read,256,3.831106424331665,239,252
43,VO_stacked_write,4096,2.807607889175415,3300,3858
43,V_stacked,256,1.0301353931427002,244,254
43,gate_proj_full,4096,10.912590026855469,3442,3964
43,k_proj_full,256,1.8835806846618652,222,249
43,o_proj_full,4096,3.554210901260376,3476,3941
43,q_proj_full,4096,6.16328763961792,2997,3792
43,v_proj_full,256,1.0744190216064453,246,254
44,G_stacked,4096,4.210434436798096,3459,3962
44,K_stacked,256,1.1219980716705322,215,242
44,O_stacked,4096,3.4082183837890625,3275,3869
44,QK_stacked_key,256,4.3711838722229,210,238
44,QK_stacked_query,4096,3.225958824157715,2797,3525
44,Q_stacked,4096,3.134761095046997,3177,3841
44,VO_stacked_read,256,3.6466422080993652,243,253
44,VO_stacked_write,4096,3.1299753189086914,3352,3886
44,V_stacked,256,1.0156655311584473,247,254
44,gate_proj_full,4096,12.721719741821289,3458,3964
44,k_proj_full,256,2.657088279724121,214,242
44,o_proj_full,4096,3.8816468715667725,3443,3942
44,q_proj_full,4096,6.700692176818848,3261,3882
44,v_proj_full,256,1.2340805530548096,246,253
45,G_stacked,4096,5.094364166259766,3329,3912
45,K_stacked,256,1.2214809656143188,219,248
45,O_stacked,4096,4.163090705871582,3308,3898
45,QK_stacked_key,256,4.81764030456543,219,248
45,QK_stacked_query,4096,3.2960026264190674,2977,3716
45,Q_stacked,4096,3.396029472351074,3424,3952
45,VO_stacked_read,256,3.6208999156951904,240,252
45,VO_stacked_write,4096,3.7030882835388184,3148,3814
45,V_stacked,256,1.0756479501724243,244,254
45,gate_proj_full,4096,16.8597354888916,3302,3895
45,k_proj_full,256,3.346444845199585,218,248
45,o_proj_full,4096,4.021305084228516,3306,3897
45,q_proj_full,4096,7.226776599884033,3452,3961
45,v_proj_full,256,1.5072178840637207,244,254
46,G_stacked,4096,4.3492431640625,3394,3947
46,K_stacked,256,1.3553141355514526,227,249
46,O_stacked,4096,2.74171781539917,3083,3732
46,QK_stacked_key,256,5.277134895324707,223,249
46,QK_stacked_query,4096,3.660677433013916,2922,3676
46,Q_stacked,4096,3.615386724472046,3244,3885
46,VO_stacked_read,256,3.39845609664917,244,254
46,VO_stacked_write,4096,2.6197280883789062,3232,3827
46,V_stacked,256,1.14429771900177,246,254
46,gate_proj_full,4096,13.701950073242188,3379,3943
46,k_proj_full,256,3.4830803871154785,227,249
46,o_proj_full,4096,5.166367530822754,3351,3915
46,q_proj_full,4096,8.308055877685547,3266,3897
46,v_proj_full,256,1.1331185102462769,247,254
47,G_stacked,4096,4.7405266761779785,3239,3888
47,K_stacked,256,1.2377697229385376,236,251
47,O_stacked,4096,4.180007457733154,3351,3908
47,QK_stacked_key,256,4.778131484985352,236,252
47,QK_stacked_query,4096,3.526444673538208,3117,3829
47,Q_stacked,4096,3.6246094703674316,3129,3832
47,VO_stacked_read,256,3.704516887664795,241,253
47,VO_stacked_write,4096,3.7865190505981445,3255,3857
47,V_stacked,256,1.1263999938964844,241,253
47,gate_proj_full,4096,14.962851524353027,3240,3892
47,k_proj_full,256,2.3587381839752197,236,251
47,o_proj_full,4096,4.195089340209961,3387,3923
47,q_proj_full,4096,6.809345722198486,3160,3848
47,v_proj_full,256,1.724257230758667,244,253
48,G_stacked,4096,3.853667736053467,3360,3934
48,K_stacked,256,1.1905653476715088,210,240
48,O_stacked,4096,3.105416774749756,3098,3779
48,QK_stacked_key,256,4.659629821777344,203,234
48,QK_stacked_query,4096,3.6411290168762207,2585,3375
48,Q_stacked,4096,3.349442958831787,2955,3749
48,VO_stacked_read,256,3.527423620223999,240,253
48,VO_stacked_write,4096,2.658123731613159,3205,3814
48,V_stacked,256,1.0321544408798218,239,252
48,gate_proj_full,4096,11.428884506225586,3347,3930
48,k_proj_full,256,2.8099160194396973,210,240
48,o_proj_full,4096,3.995720148086548,3367,3890
48,q_proj_full,4096,6.991479873657227,3016,3789
48,v_proj_full,256,1.6602011919021606,244,252
49,G_stacked,4096,4.341736316680908,3368,3939
49,K_stacked,256,1.362633466720581,216,247
49,O_stacked,4096,3.0266594886779785,3074,3711
49,QK_stacked_key,256,5.340991020202637,215,247
49,QK_stacked_query,4096,3.898556709289551,2994,3718
49,Q_stacked,4096,3.62433123588562,3174,3856
49,VO_stacked_read,256,3.4947099685668945,246,254
49,VO_stacked_write,4096,2.925020933151245,3093,3752
49,V_stacked,256,1.2180373668670654,248,255
49,gate_proj_full,4096,13.766033172607422,3356,3936
49,k_proj_full,256,2.9102654457092285,216,247
49,o_proj_full,4096,6.460134506225586,3304,3896
49,q_proj_full,4096,8.650925636291504,3243,3887
49,v_proj_full,256,1.1729257106781006,248,255
50,G_stacked,4096,3.9422972202301025,3369,3940
50,K_stacked,256,1.2821087837219238,228,249
50,O_stacked,4096,3.0042614936828613,3187,3760
50,QK_stacked_key,256,5.112035751342773,222,248
50,QK_stacked_query,4096,4.035450458526611,2889,3658
50,Q_stacked,4096,3.753544569015503,3092,3826
50,VO_stacked_read,256,3.8698439598083496,235,253
50,VO_stacked_write,4096,2.2492504119873047,2935,3718
50,V_stacked,256,1.1326409578323364,239,252
50,gate_proj_full,4096,11.807926177978516,3369,3940
50,k_proj_full,256,2.877990484237671,227,249
50,o_proj_full,4096,5.503387928009033,3310,3874
50,q_proj_full,4096,7.614187240600586,3212,3873
50,v_proj_full,256,1.4879937171936035,245,253
51,G_stacked,4096,4.881256580352783,3273,3908
51,K_stacked,256,1.2665698528289795,240,251
51,O_stacked,4096,3.3762619495391846,3296,3856
51,QK_stacked_key,256,4.970551013946533,240,253
51,QK_stacked_query,4096,3.941150665283203,3012,3779
51,Q_stacked,4096,3.874393939971924,3070,3758
51,VO_stacked_read,256,3.6691646575927734,240,252
51,VO_stacked_write,4096,2.8615458011627197,3140,3788
51,V_stacked,256,1.201987385749817,242,253
51,gate_proj_full,4096,16.432523727416992,3243,3898
51,k_proj_full,256,2.8562822341918945,240,251
51,o_proj_full,4096,3.0393166542053223,3311,3867
51,q_proj_full,4096,6.849633693695068,3124,3780
51,v_proj_full,256,1.5150575637817383,242,253
