layer,matrix,head,kv_group,sigma1,stable_rank,er99,er999,head_rms_raw,exact
0,G,0,0,3.0038018226623535,6.992,125,128,5.979669e-03,
0,G,1,0,2.7654356956481934,7.846,125,128,5.940543e-03,
0,G,2,0,3.422234296798706,5.749,125,128,6.113159e-03,
0,G,3,0,2.904103994369507,6.259,125,128,5.500852e-03,
0,G,4,0,2.5583958625793457,9.518,125,128,5.975933e-03,
0,G,5,0,2.8764896392822266,7.692,126,128,6.080530e-03,
0,G,6,0,3.403700828552246,5.987,125,128,6.228020e-03,
0,G,7,0,3.3452885150909424,5.821,125,128,6.001475e-03,
0,G,8,0,3.2935409545898438,5.935,125,128,6.006838e-03,
0,G,9,0,3.1243371963500977,7.037,126,128,6.303259e-03,
0,G,10,0,2.3762333393096924,10.965,125,128,5.976595e-03,
0,G,11,0,2.5349466800689697,8.08,124,128,5.459077e-03,
0,G,12,0,2.6263318061828613,7.615,125,128,5.515887e-03,
0,G,13,0,2.8622477054595947,7.466,125,128,5.927757e-03,
0,G,14,0,2.3644847869873047,10.597,125,128,5.936334e-03,
0,G,15,0,3.196587085723877,6.71,126,128,6.251224e-03,
0,G,16,1,3.662343740463257,5.396,125,128,6.332457e-03,
0,G,17,1,3.811692476272583,5.218,125,128,6.469085e-03,
0,G,18,1,2.929546594619751,7.626,124,128,6.140394e-03,
0,G,19,1,3.783540964126587,4.99,125,128,6.268818e-03,
0,G,20,1,3.517629623413086,5.8,125,128,6.342303e-03,
0,G,21,1,3.8359479904174805,4.898,125,128,6.271032e-03,
0,G,22,1,3.278062105178833,5.627,125,128,5.779844e-03,
0,G,23,1,3.944599151611328,5.093,125,128,6.603709e-03,
0,G,24,1,3.2700603008270264,6.902,126,128,6.502509e-03,
0,G,25,1,2.9996845722198486,7.797,126,128,6.413565e-03,
0,G,26,1,3.007401704788208,7.722,125,128,6.377451e-03,
0,G,27,1,3.5007073879241943,6.299,126,128,6.646415e-03,
0,G,28,1,3.3814127445220947,6.082,125,128,6.265880e-03,
0,G,29,1,2.9566361904144287,6.995,125,128,5.960820e-03,
0,G,30,1,4.1528754234313965,4.218,125,128,6.195406e-03,
0,G,31,1,3.0592379570007324,7.095,125,128,6.147545e-03,
0,K,0,0,4.693175792694092,3.509,113,124,6.130504e-03,
0,K,1,1,3.097212553024292,6.941,117,126,6.127475e-03,
0,O,0,0,1.351468801498413,16.551,124,128,5.956726e-03,
0,O,1,0,1.066631555557251,26.351,124,128,5.931926e-03,
0,O,2,0,1.005063533782959,32.489,124,128,6.206455e-03,
0,O,3,0,0.9506711363792419,32.187,124,128,5.843260e-03,
0,O,4,0,1.6541062593460083,10.859,122,127,5.905429e-03,
0,O,5,0,1.3195900917053223,17.445,125,128,5.971198e-03,
0,O,6,0,1.1581159830093384,24.656,123,128,6.230122e-03,
0,O,7,0,1.2750627994537354,18.844,124,128,5.996572e-03,
0,O,8,0,1.1995470523834229,20.797,124,128,5.926599e-03,
0,O,9,0,1.1557835340499878,24.068,125,128,6.143018e-03,
0,O,10,0,2.403223752975464,4.389,124,128,5.454504e-03,
0,O,11,0,1.3731725215911865,15.307,122,128,5.820325e-03,
0,O,12,0,1.4494134187698364,14.257,124,128,5.929081e-03,
0,O,13,0,1.3519821166992188,17.088,122,128,6.054766e-03,
0,O,14,0,1.3529679775238037,16.514,123,128,5.956535e-03,
0,O,15,0,1.0734201669692993,28.103,125,128,6.164940e-03,
0,O,16,1,1.0661489963531494,30.648,125,128,6.394414e-03,
0,O,17,1,1.1916433572769165,24.464,124,128,6.385559e-03,
0,O,18,1,1.5230375528335571,13.264,125,128,6.009517e-03,
0,O,19,1,1.094178318977356,28.747,124,128,6.355793e-03,
0,O,20,1,1.498479962348938,15.03,122,127,6.293750e-03,
0,O,21,1,1.0394659042358398,31.063,124,128,6.276515e-03,
0,O,22,1,1.2139697074890137,20.345,124,128,5.932247e-03,
0,O,23,1,0.8663278818130493,47.297,125,128,6.454798e-03,
0,O,24,1,1.2716999053955078,20.897,124,128,6.298164e-03,
0,O,25,1,1.1468708515167236,26.002,125,128,6.335807e-03,
0,O,26,1,1.2384587526321411,22.969,124,128,6.430380e-03,
0,O,27,1,1.008980393409729,33.926,125,128,6.366970e-03,
0,O,28,1,1.107145071029663,27.334,124,128,6.271091e-03,
0,O,29,1,1.1123212575912476,26.143,124,128,6.161598e-03,
0,O,30,1,1.1513702869415283,25.81,124,128,6.337088e-03,
0,O,31,1,1.5128545761108398,14.354,121,127,6.209712e-03,
0,Q,0,0,2.388953685760498,10.566,122,128,6.063377e-03,
0,Q,1,0,3.227065086364746,5.861,122,128,5.909062e-03,
0,Q,2,0,2.1284396648406982,13.625,122,128,6.162645e-03,
0,Q,3,0,3.6308488845825195,4.87,120,127,6.036369e-03,
0,Q,4,0,4.291722297668457,3.477,121,127,5.741244e-03,
0,Q,5,0,2.3353683948516846,11.209,121,127,6.124149e-03,
0,Q,6,0,2.269761323928833,11.976,122,128,6.187832e-03,
0,Q,7,0,2.3518226146698,11.064,123,128,6.103104e-03,
0,Q,8,0,2.246776580810547,12.301,123,128,6.170952e-03,
0,Q,9,0,1.8588669300079346,17.411,121,127,6.141928e-03,
0,Q,10,0,2.745255947113037,8.339,123,128,5.839583e-03,
0,Q,11,0,6.3585662841796875,2.061,115,126,6.017053e-03,
0,Q,12,0,5.335955619812012,2.605,118,127,6.019856e-03,
0,Q,13,0,3.305678367614746,5.653,123,128,5.961456e-03,
0,Q,14,0,4.300477504730225,3.61,121,127,5.952666e-03,
0,Q,15,0,2.3101935386657715,11.501,123,128,6.156296e-03,
0,Q,16,1,1.9655176401138306,16.248,123,127,6.246430e-03,
0,Q,17,1,2.090864419937134,14.285,123,127,6.196624e-03,
0,Q,18,1,3.0231451988220215,6.685,123,128,6.015723e-03,
0,Q,19,1,1.7620141506195068,20.216,123,128,6.268877e-03,
0,Q,20,1,2.52815318107605,9.935,123,127,6.188734e-03,
0,Q,21,1,2.061483383178711,14.858,123,128,6.240966e-03,
0,Q,22,1,2.0379483699798584,14.732,123,128,6.085978e-03,
0,Q,23,1,2.0177552700042725,15.536,124,128,6.256454e-03,
0,Q,24,1,1.405664324760437,32.224,121,127,6.337419e-03,
0,Q,25,1,1.5329428911209106,26.54,121,127,6.293799e-03,
0,Q,26,1,2.9051389694213867,7.477,123,128,6.236980e-03,
0,Q,27,1,1.8620588779449463,18.116,122,128,6.250495e-03,
0,Q,28,1,1.8618065118789673,18.322,122,128,6.275220e-03,
0,Q,29,1,2.738218307495117,8.345,123,127,6.204560e-03,
0,Q,30,1,1.6967670917510986,21.705,123,128,6.216110e-03,
0,Q,31,1,3.0337586402893066,6.994,123,127,6.181895e-03,
0,QK,0,0,6.412509918212891,1.662,97,117,,0
0,QK,1,0,5.828232288360596,1.727,100,118,,0
0,QK,2,0,4.734793186187744,2.247,102,119,,0
0,QK,3,0,4.490356922149658,2.177,101,118,,0
0,QK,4,0,7.485307216644287,1.383,94,116,,0
0,QK,5,0,3.767655611038208,2.905,103,119,,0
0,QK,6,0,4.467079162597656,2.371,102,119,,0
0,QK,7,0,6.608893871307373,1.633,97,118,,0
0,QK,8,0,5.422514915466309,1.959,100,119,,0
0,QK,9,0,3.266956090927124,3.58,104,119,,0
0,QK,10,0,10.254846572875977,1.242,89,113,,0
0,QK,11,0,8.462082862854004,1.284,87,112,,0
0,QK,12,0,4.886642932891846,1.916,100,117,,0
0,QK,13,0,4.5846052169799805,2.172,102,120,,0
0,QK,14,0,4.737674236297607,2.066,101,119,,0
0,QK,15,0,4.1791839599609375,2.565,103,120,,0
0,QK,16,1,2.7213809490203857,4.862,111,123,,0
0,QK,17,1,2.9106194972991943,4.369,111,123,,0
0,QK,18,1,2.907564401626587,3.902,111,123,,0
0,QK,19,1,2.705233573913574,4.879,112,124,,0
0,QK,20,1,3.2564797401428223,3.571,111,124,,0
0,QK,21,1,3.038320302963257,4.117,111,124,,0
0,QK,22,1,3.3151237964630127,3.608,108,123,,0
0,QK,23,1,2.8858158588409424,4.376,112,124,,0
0,QK,24,1,2.42358136177063,6.232,109,122,,0
0,QK,25,1,2.313667058944702,6.548,109,123,,0
0,QK,26,1,2.920046329498291,3.969,111,124,,0
0,QK,27,1,2.466111660003662,5.897,109,122,,0
0,QK,28,1,3.0748178958892822,4.141,109,123,,0
0,QK,29,1,2.793123245239258,4.206,111,123,,0
0,QK,30,1,3.5339255332946777,3.403,109,123,,0
0,QK,31,1,3.1599490642547607,3.569,112,124,,0
0,V,0,0,0.813896656036377,77.688,124,128,5.716484e-03,
0,V,1,1,1.2355586290359497,44.386,124,128,6.515992e-03,
0,VO,0,0,0.8075143694877625,18.901,120,127,,
0,VO,1,0,0.6440098285675049,29.686,121,127,,
0,VO,2,0,0.6391111612319946,33.119,121,127,,
0,VO,3,0,0.6439803838729858,29.101,120,127,,
0,VO,4,0,0.9245855808258057,13.964,119,126,,
0,VO,5,0,0.8669546246528625,16.504,122,127,,
0,VO,6,0,0.7264018058776855,25.852,120,127,,
0,VO,7,0,0.697681725025177,25.4,121,127,,
0,VO,8,0,0.7321082353591919,22.792,121,127,,
0,VO,9,0,0.7374906539916992,24.178,122,127,,
0,VO,10,0,0.8597567081451416,11.742,122,127,,
0,VO,11,0,0.7635273933410645,20.037,119,127,,
0,VO,12,0,0.7137232422828674,23.54,120,127,,
0,VO,13,0,0.8146917223930359,19.419,119,127,,
0,VO,14,0,0.8594213128089905,16.881,119,127,,
0,VO,15,0,0.6547849774360657,30.993,122,128,,
0,VO,16,1,0.7231610417366028,35.501,122,127,,
0,VO,17,1,0.8983502984046936,23.256,121,127,,
0,VO,18,1,0.6614251732826233,34.616,122,128,,
0,VO,19,1,0.835928738117218,26.381,122,127,,
0,VO,20,1,1.1798522472381592,13.21,119,126,,
0,VO,21,1,0.8566890358924866,24.728,121,127,,
0,VO,22,1,0.9321732521057129,18.756,121,127,,
0,VO,23,1,0.6477764844894409,45.413,122,127,,
0,VO,24,1,0.8464637994766235,24.911,122,127,,
0,VO,25,1,0.8963034749031067,23.039,121,127,,
0,VO,26,1,0.9330303072929382,21.349,121,127,,
0,VO,27,1,0.7601010203361511,32.147,121,127,,
0,VO,28,1,0.8677335977554321,24.139,121,127,,
0,VO,29,1,0.8603204488754272,22.87,122,127,,
0,VO,30,1,1.2261269092559814,12.708,121,127,,
0,VO,31,1,1.2292468547821045,11.841,118,126,,
1,G,0,0,2.144247055053711,11.036,125,128,6.024202e-03,
1,G,1,0,2.633798122406006,8.047,126,128,6.333967e-03,
1,G,2,0,2.081359624862671,13.831,125,128,6.559186e-03,
1,G,3,0,2.410747528076172,11.067,125,128,6.758288e-03,
1,G,4,0,2.2059338092803955,11.244,125,128,6.249688e-03,
1,G,5,0,2.2376868724823,10.428,125,128,6.130308e-03,
1,G,6,0,1.682013750076294,9.216,126,128,4.373829e-03,
1,G,7,0,2.184873580932617,11.125,125,128,6.153119e-03,
1,G,8,0,2.350738048553467,10.531,125,128,6.427365e-03,
1,G,9,0,2.2496354579925537,11.629,125,128,6.471100e-03,
1,G,10,0,2.3015620708465576,10.567,126,128,6.327208e-03,
1,G,11,0,2.2900893688201904,10.549,126,128,6.305331e-03,
1,G,12,0,2.3396835327148438,10.082,125,128,6.277436e-03,
1,G,13,0,2.26894474029541,9.816,126,128,6.019246e-03,
1,G,14,0,2.319596290588379,10.527,126,128,6.341518e-03,
1,G,15,0,2.1571435928344727,11.49,125,128,6.170725e-03,
1,G,16,1,2.262556791305542,9.085,124,128,5.777833e-03,
1,G,17,1,2.1503398418426514,10.613,125,128,5.854612e-03,
1,G,18,1,2.396972179412842,8.866,126,128,6.071297e-03,
1,G,19,1,2.200143337249756,9.891,126,128,5.870563e-03,
1,G,20,1,2.44174861907959,8.216,125,128,5.917324e-03,
1,G,21,1,2.535651445388794,7.937,125,128,6.047423e-03,
1,G,22,1,2.528263568878174,8.455,125,128,6.180207e-03,
1,G,23,1,2.6500842571258545,7.614,125,128,6.198850e-03,
1,G,24,1,2.2110755443573,10.661,125,128,6.147872e-03,
1,G,25,1,2.1551637649536133,10.622,125,128,6.002243e-03,
1,G,26,1,2.440737009048462,9.46,126,128,6.367746e-03,
1,G,27,1,2.3542871475219727,10.392,125,128,6.448765e-03,
1,G,28,1,2.3737828731536865,10.204,125,128,6.458104e-03,
1,G,29,1,2.2419841289520264,9.467,124,128,5.806776e-03,
1,G,30,1,2.1740691661834717,9.649,125,128,5.626194e-03,
1,G,31,1,2.3161392211914062,9.408,126,128,6.021379e-03,
1,K,0,0,2.2604610919952393,11.03,119,126,6.288241e-03,
1,K,1,1,1.9997382164001465,13.195,119,127,5.965319e-03,
1,O,0,0,1.3151894807815552,18.327,124,128,6.099751e-03,
1,O,1,0,1.1437366008758545,25.235,125,128,6.224665e-03,
1,O,2,0,1.6871310472488403,11.428,122,127,6.178894e-03,
1,O,3,0,1.1481271982192993,26.168,125,128,6.362990e-03,
1,O,4,0,1.2409987449645996,20.996,124,128,6.160653e-03,
1,O,5,0,1.0735037326812744,28.342,125,128,6.191573e-03,
1,O,6,0,1.066210389137268,25.345,125,128,5.815342e-03,
1,O,7,0,1.0917779207229614,26.446,125,128,6.082708e-03,
1,O,8,0,1.3311412334442139,19.289,124,128,6.333785e-03,
1,O,9,0,1.6343222856521606,12.0,123,128,6.133582e-03,
1,O,10,0,1.139309048652649,24.888,124,128,6.157753e-03,
1,O,11,0,1.2933043241500854,19.477,124,128,6.183671e-03,
1,O,12,0,1.0042661428451538,33.133,125,128,6.262690e-03,
1,O,13,0,1.6096161603927612,11.959,123,128,6.030586e-03,
1,O,14,0,1.1610020399093628,24.871,124,128,6.272862e-03,
1,O,15,0,1.2373374700546265,20.822,123,128,6.116939e-03,
1,O,16,1,1.1209982633590698,22.519,124,128,5.763206e-03,
1,O,17,1,1.8952878713607788,8.047,123,128,5.824822e-03,
1,O,18,1,1.1794248819351196,23.244,124,128,6.160480e-03,
1,O,19,1,1.5854637622833252,12.562,122,127,6.087982e-03,
1,O,20,1,1.0019980669021606,31.156,125,128,6.059313e-03,
1,O,21,1,0.9536654353141785,36.015,125,128,6.200424e-03,
1,O,22,1,1.4828139543533325,15.207,122,127,6.264550e-03,
1,O,23,1,1.0365597009658813,30.487,125,128,6.200597e-03,
1,O,24,1,1.1888089179992676,22.385,125,128,6.093573e-03,
1,O,25,1,1.2853573560714722,18.897,124,128,6.053474e-03,
1,O,26,1,0.9116119742393494,41.277,125,128,6.345210e-03,
1,O,27,1,1.2678637504577637,21.088,123,128,6.307778e-03,
1,O,28,1,1.0662990808486938,30.288,124,128,6.357676e-03,
1,O,29,1,1.1164438724517822,23.763,123,128,5.896182e-03,
1,O,30,1,1.9562945365905762,7.295,123,128,5.724430e-03,
1,O,31,1,0.9223885536193848,37.442,125,128,6.114734e-03,
1,Q,0,0,1.5905128717422485,20.693,124,128,6.118228e-03,
1,Q,1,0,1.6367279291152954,19.959,123,128,6.230964e-03,
1,Q,2,0,1.6172147989273071,18.972,123,127,6.021794e-03,
1,Q,3,0,1.5339568853378296,22.919,123,128,6.206806e-03,
1,Q,4,0,1.5806275606155396,20.182,123,127,6.021342e-03,
1,Q,5,0,1.428967833518982,26.748,123,128,6.372318e-03,
1,Q,6,0,1.515694260597229,21.557,123,127,5.992315e-03,
1,Q,7,0,1.5606046915054321,22.701,123,128,6.265541e-03,
1,Q,8,0,1.876373052597046,15.038,123,128,6.155937e-03,
1,Q,9,0,1.7557746171951294,16.773,124,128,6.074334e-03,
1,Q,10,0,1.5422651767730713,21.644,124,128,6.119636e-03,
1,Q,11,0,1.703097939491272,18.504,123,128,6.199070e-03,
1,Q,12,0,1.5413002967834473,22.549,124,128,6.251262e-03,
1,Q,13,0,1.56385338306427,21.674,123,128,6.169242e-03,
1,Q,14,0,1.6085788011550903,20.748,123,128,6.229217e-03,
1,Q,15,0,2.0559983253479004,12.866,123,128,6.215082e-03,
1,Q,16,1,1.823432207107544,14.057,120,127,5.830819e-03,
1,Q,17,1,1.7051767110824585,17.774,121,127,5.943259e-03,
1,Q,18,1,1.4495134353637695,23.83,121,127,6.019201e-03,
1,Q,19,1,1.5878500938415527,20.425,122,128,6.099420e-03,
1,Q,20,1,1.9767990112304688,13.138,121,127,6.114359e-03,
1,Q,21,1,2.1854233741760254,10.455,122,128,6.076402e-03,
1,Q,22,1,1.4248071908950806,25.287,123,128,6.069018e-03,
1,Q,23,1,1.8126040697097778,14.755,122,128,5.981217e-03,
1,Q,24,1,1.8154374361038208,15.04,123,128,6.049994e-03,
1,Q,25,1,1.6296391487121582,19.476,124,128,6.174280e-03,
1,Q,26,1,1.5261509418487549,22.532,121,128,6.219155e-03,
1,Q,27,1,1.8501174449920654,16.008,120,127,6.349300e-03,
1,Q,28,1,2.0421321392059326,12.875,122,128,6.261991e-03,
1,Q,29,1,2.5453264713287354,7.621,119,126,5.918109e-03,
1,Q,30,1,1.510678768157959,25.132,122,127,6.180678e-03,
1,Q,31,1,1.519518494606018,22.16,120,127,6.163807e-03,
1,QK,0,0,2.0879578590393066,6.213,111,125,,0
1,QK,1,0,2.4611778259277344,4.531,110,125,,0
1,QK,2,0,1.8303369283676147,7.301,112,125,,0
1,QK,3,0,1.9482182264328003,6.989,109,125,,0
1,QK,4,0,2.308563709259033,5.019,112,125,,0
1,QK,5,0,1.488480806350708,10.805,112,124,,0
1,QK,6,0,2.0231080055236816,6.107,112,125,,0
1,QK,7,0,2.2030575275421143,5.685,110,125,,0
1,QK,8,0,2.064166307449341,6.33,109,125,,0
1,QK,9,0,2.379814863204956,4.938,109,125,,0
1,QK,10,0,2.3625106811523438,4.941,112,125,,0
1,QK,11,0,2.214718818664551,5.744,108,125,,0
1,QK,12,0,1.9223140478134155,6.55,113,125,,0
1,QK,13,0,2.407832384109497,4.979,109,125,,0
1,QK,14,0,2.0271055698394775,6.511,110,124,,0
1,QK,15,0,2.3894059658050537,5.041,108,125,,0
1,QK,16,1,1.8023741245269775,6.401,109,122,,0
1,QK,17,1,2.53568959236145,4.289,108,122,,0
1,QK,18,1,2.3107194900512695,4.753,108,122,,0
1,QK,19,1,2.1538145542144775,5.493,109,124,,0
1,QK,20,1,1.6644304990768433,7.816,111,123,,0
1,QK,21,1,2.0297274589538574,5.66,110,123,,0
1,QK,22,1,2.26480770111084,5.268,109,123,,0
1,QK,23,1,1.7903438806533813,6.826,111,124,,0
1,QK,24,1,1.9070603847503662,6.236,111,124,,0
1,QK,25,1,1.784099817276001,7.372,112,124,,0
1,QK,26,1,1.6768544912338257,8.354,110,123,,0
1,QK,27,1,1.8505457639694214,7.173,110,122,,0
1,QK,28,1,1.7477940320968628,7.863,110,124,,0
1,QK,29,1,2.1568446159362793,4.691,109,122,,0
1,QK,30,1,2.3742380142211914,5.58,106,123,,0
1,QK,31,1,1.5863733291625977,9.055,110,122,,0
1,V,0,0,0.8619095087051392,77.988,125,128,6.597466e-03,
1,V,1,1,0.861153781414032,59.567,124,128,5.622382e-03,
1,VO,0,0,0.8670156002044678,19.609,121,127,,
1,VO,1,0,0.6528744101524353,35.54,122,127,,
1,VO,2,0,0.9293138384819031,17.201,119,126,,
1,VO,3,0,0.7023149728775024,32.399,122,128,,
1,VO,4,0,0.7725048065185547,25.318,121,127,,
1,VO,5,0,0.6661747694015503,33.563,123,128,,
1,VO,6,0,0.5736055970191956,41.076,121,127,,
1,VO,7,0,0.7183579802513123,28.243,122,127,,
1,VO,8,0,0.7767935395240784,26.114,121,127,,
1,VO,9,0,1.0403975248336792,13.886,120,127,,
1,VO,10,0,0.7341626882553101,27.822,122,127,,
1,VO,11,0,0.8256261348724365,22.318,121,127,,
1,VO,12,0,0.6388676762580872,37.391,122,128,,
1,VO,13,0,1.0624711513519287,12.922,120,127,,
1,VO,14,0,0.7332670092582703,28.707,122,127,,
1,VO,15,0,0.778239369392395,24.45,120,127,,
1,VO,16,1,0.6750320196151733,22.638,118,127,,
1,VO,17,1,0.8245347142219543,14.247,119,127,,
1,VO,18,1,0.675118088722229,25.479,120,127,,
1,VO,19,1,0.7534707188606262,19.708,118,126,,
1,VO,20,1,0.5550541877746582,36.409,120,127,,
1,VO,21,1,0.5193454027175903,43.115,121,127,,
1,VO,22,1,0.7212151288986206,22.812,118,126,,
1,VO,23,1,0.6236801147460938,30.274,121,127,,
1,VO,24,1,0.645140528678894,26.955,121,127,,
1,VO,25,1,0.6587641835212708,25.634,120,127,,
1,VO,26,1,0.5307222604751587,43.219,121,127,,
1,VO,27,1,0.5978075265884399,33.885,119,126,,
1,VO,28,1,0.5274317860603333,43.771,120,126,,
1,VO,29,1,0.6083083748817444,28.694,118,126,,
1,VO,30,1,0.8952416181564331,11.758,119,127,,
1,VO,31,1,0.5669068098068237,35.533,120,127,,
2,G,0,0,2.29221510887146,11.381,125,128,6.486495e-03,
2,G,1,0,2.335202693939209,9.701,125,128,6.114676e-03,
2,G,2,0,2.2971878051757812,10.378,123,128,6.215316e-03,
2,G,3,0,2.352788209915161,9.291,126,128,6.020359e-03,
2,G,4,0,2.384302854537964,8.286,125,128,5.775723e-03,
2,G,5,0,2.441730260848999,8.427,126,128,5.934951e-03,
2,G,6,0,2.323695659637451,10.418,126,128,6.307991e-03,
2,G,7,0,2.4443771839141846,8.69,125,128,6.045338e-03,
2,G,8,0,2.2706220149993896,10.922,125,128,6.293597e-03,
2,G,9,0,2.0709714889526367,12.005,126,128,5.939247e-03,
2,G,10,0,2.310328245162964,10.844,125,128,6.387820e-03,
2,G,11,0,2.34415340423584,9.393,126,128,6.049064e-03,
2,G,12,0,2.0805063247680664,10.983,126,128,5.697766e-03,
2,G,13,0,2.4316279888153076,9.236,126,128,6.203687e-03,
2,G,14,0,2.5700302124023438,6.61,126,128,5.547801e-03,
2,G,15,0,2.2220897674560547,9.791,126,128,5.753749e-03,
2,G,16,1,2.20878005027771,10.023,125,128,5.859622e-03,
2,G,17,1,2.0266172885894775,8.565,126,128,4.999964e-03,
2,G,18,1,2.3303897380828857,11.258,125,128,6.579871e-03,
2,G,19,1,2.319108247756958,11.586,126,128,6.671174e-03,
2,G,20,1,2.220655679702759,11.769,126,128,6.425360e-03,
2,G,21,1,2.4433491230010986,9.278,126,128,6.247237e-03,
2,G,22,1,2.2130284309387207,11.621,126,128,6.348186e-03,
2,G,23,1,2.010737419128418,13.293,126,128,6.192468e-03,
2,G,24,1,2.4547901153564453,10.343,126,128,6.634171e-03,
2,G,25,1,2.1688995361328125,12.16,126,128,6.362293e-03,
2,G,26,1,2.6395339965820312,6.409,126,128,5.607663e-03,
2,G,27,1,2.421858549118042,10.055,126,128,6.456847e-03,
2,G,28,1,2.507981538772583,6.945,126,128,5.559262e-03,
2,G,29,1,1.9360053539276123,13.768,126,128,6.059921e-03,
2,G,30,1,2.1976752281188965,12.32,126,128,6.508905e-03,
2,G,31,1,2.3549859523773193,10.708,126,128,6.484310e-03,
2,K,0,0,1.779655933380127,17.296,119,127,6.049554e-03,
2,K,1,1,1.7626718282699585,17.859,123,128,6.207930e-03,
2,O,0,0,1.2818280458450317,20.399,123,128,6.272121e-03,
2,O,1,0,1.4254249334335327,15.609,123,127,6.101188e-03,
2,O,2,0,1.7790257930755615,9.104,120,126,5.815296e-03,
2,O,3,0,1.183556079864502,22.612,125,128,6.097356e-03,
2,O,4,0,1.1447303295135498,22.83,124,128,5.925733e-03,
2,O,5,0,1.1735446453094482,23.128,125,128,6.114427e-03,
2,O,6,0,1.2345194816589355,21.391,124,128,6.185850e-03,
2,O,7,0,1.1710166931152344,22.803,125,128,6.058163e-03,
2,O,8,0,1.0773086547851562,27.83,124,128,6.157182e-03,
2,O,9,0,2.276085615158081,5.503,124,128,5.784774e-03,
2,O,10,0,1.4713153839111328,15.177,122,128,6.209873e-03,
2,O,11,0,1.083499789237976,26.793,124,128,6.076085e-03,
2,O,12,0,2.1883113384246826,5.538,124,128,5.579284e-03,
2,O,13,0,1.0466731786727905,29.229,124,128,6.130576e-03,
2,O,14,0,0.8993158936500549,37.006,125,128,5.926926e-03,
2,O,15,0,2.123711585998535,5.941,123,128,5.608241e-03,
2,O,16,1,0.9708799123764038,32.665,124,128,6.011612e-03,
2,O,17,1,0.8481020927429199,43.245,126,128,6.042279e-03,
2,O,18,1,1.180759072303772,23.675,125,128,6.224239e-03,
2,O,19,1,1.0273902416229248,32.54,126,128,6.349291e-03,
2,O,20,1,1.2786589860916138,20.78,126,128,6.314799e-03,
2,O,21,1,0.8092089891433716,51.329,126,128,6.280965e-03,
2,O,22,1,1.0076113939285278,33.643,125,128,6.331756e-03,
2,O,23,1,1.3206849098205566,19.341,126,128,6.292442e-03,
2,O,24,1,0.9728559255599976,37.297,126,128,6.436785e-03,
2,O,25,1,1.052338719367981,30.194,125,128,6.264684e-03,
2,O,26,1,0.8566604852676392,43.659,126,128,6.132385e-03,
2,O,27,1,1.1954052448272705,24.293,125,128,6.383200e-03,
2,O,28,1,0.7745610475540161,52.955,126,128,6.106488e-03,
2,O,29,1,1.3838157653808594,17.266,126,128,6.229533e-03,
2,O,30,1,1.2150431871414185,22.376,126,128,6.226804e-03,
2,O,31,1,0.9614636301994324,37.203,126,128,6.353392e-03,
2,Q,0,0,1.607144832611084,19.884,123,128,6.037441e-03,
2,Q,1,0,0.9535837173461914,60.294,119,127,6.302489e-03,
2,Q,2,0,2.0603768825531006,12.05,122,127,5.989065e-03,
2,Q,3,0,1.6466714143753052,19.916,123,128,6.209886e-03,
2,Q,4,0,1.702441930770874,17.175,123,128,5.923299e-03,
2,Q,5,0,1.2175753116607666,36.352,123,128,6.217836e-03,
2,Q,6,0,1.812463402748108,15.837,122,128,6.064377e-03,
2,Q,7,0,1.5548830032348633,21.911,123,128,6.148122e-03,
2,Q,8,0,1.8797537088394165,14.229,121,127,5.953894e-03,
2,Q,9,0,1.7260668277740479,15.731,121,127,5.633526e-03,
2,Q,10,0,2.007260799407959,13.059,123,128,6.096894e-03,
2,Q,11,0,1.010789394378662,52.053,120,127,6.185132e-03,
2,Q,12,0,1.6286578178405762,19.195,123,128,5.819297e-03,
2,Q,13,0,1.2665836811065674,32.411,123,128,6.104011e-03,
2,Q,14,0,1.5674700736999512,18.235,122,128,5.610476e-03,
2,Q,15,0,1.6727591753005981,18.882,123,128,5.948087e-03,
2,Q,16,1,1.6513735055923462,19.525,123,128,6.120671e-03,
2,Q,17,1,1.2208994626998901,34.584,124,128,6.031108e-03,
2,Q,18,1,1.1011683940887451,45.301,124,128,6.275742e-03,
2,Q,19,1,1.1218130588531494,43.2,124,128,6.253629e-03,
2,Q,20,1,1.0104516744613647,53.976,124,128,6.296908e-03,
2,Q,21,1,1.4249753952026367,26.792,124,128,6.231084e-03,
2,Q,22,1,1.3586434125900269,29.34,124,128,6.215181e-03,
2,Q,23,1,0.9432581663131714,62.718,124,128,6.348968e-03,
2,Q,24,1,1.288692593574524,33.003,124,128,6.257835e-03,
2,Q,25,1,1.1971426010131836,37.813,125,128,6.212346e-03,
2,Q,26,1,1.279347538948059,32.873,125,128,6.193166e-03,
2,Q,27,1,1.2871543169021606,33.853,123,128,6.321441e-03,
2,Q,28,1,1.3288631439208984,30.566,124,128,6.203745e-03,
2,Q,29,1,0.9444046020507812,62.633,124,128,6.351875e-03,
2,Q,30,1,1.119541883468628,43.371,124,128,6.243976e-03,
2,Q,31,1,1.1329371929168701,42.238,124,128,6.242157e-03,
2,QK,0,0,1.6000882387161255,9.845,108,125,,0
2,QK,1,0,1.0411019325256348,23.579,107,122,,0
2,QK,2,0,2.9676272869110107,3.451,110,125,,0
2,QK,3,0,1.269397497177124,13.908,113,125,,0
2,QK,4,0,1.425356388092041,10.23,113,125,,0
2,QK,5,0,1.3196239471435547,14.006,111,124,,0
2,QK,6,0,1.675155758857727,8.505,110,124,,0
