layer,matrix,head,kv_group,sigma1,stable_rank,er99,er999,head_rms_raw,exact
9,Q,20,5,0.8615883588790894,13.812,121,125,2.478285e-02,
9,Q,21,5,0.8262612819671631,22.372,120,127,3.010770e-02,
9,Q,22,5,1.0032379627227783,12.295,122,127,2.592787e-02,
9,Q,23,5,1.0358303785324097,11.796,122,127,2.623680e-02,
9,Q,24,6,1.018587589263916,10.04,121,126,2.478700e-02,
9,Q,25,6,1.035560131072998,10.623,119,124,2.464890e-02,
9,Q,26,6,1.081685185432434,8.994,122,127,2.414477e-02,
9,Q,27,6,0.988814115524292,10.718,119,124,2.410258e-02,
9,Q,28,7,0.8782870173454285,12.297,120,126,2.382009e-02,
9,Q,29,7,1.0907790660858154,8.116,122,126,2.334542e-02,
9,Q,30,7,0.9735142588615417,6.843,121,125,1.968207e-02,
9,Q,31,7,0.8141907453536987,13.333,120,124,2.321182e-02,
9,K,0,0,0.6017103791236877,37.024,122,127,2.808613e-02,
9,K,1,1,0.6122645735740662,33.821,123,127,2.826953e-02,
9,K,2,2,0.6089341044425964,30.532,123,128,2.347948e-02,
9,K,3,3,0.8979967832565308,15.498,120,127,2.667339e-02,
9,K,4,4,0.48430460691452026,43.983,119,127,2.549728e-02,
9,K,5,5,0.8099809288978577,20.034,122,127,2.759816e-02,
9,K,6,6,0.5907403230667114,32.709,123,128,2.568835e-02,
9,K,7,7,0.47643643617630005,35.843,123,128,2.267472e-02,
9,V,0,0,0.4063519835472107,79.203,126,128,2.818199e-02,
9,V,1,1,0.5158401131629944,56.661,126,128,3.102432e-02,
9,V,2,2,0.4509219527244568,66.842,126,128,2.912926e-02,
9,V,3,3,0.4477919340133667,96.763,126,128,3.514550e-02,
9,V,4,4,0.3705955445766449,56.556,126,128,2.175546e-02,
9,V,5,5,0.4552745521068573,95.772,126,128,3.493892e-02,
9,V,6,6,0.5103343725204468,75.658,125,128,3.465839e-02,
9,V,7,7,0.3955608606338501,64.892,126,128,2.522817e-02,
9,O,0,0,2.647033452987671,47.372,125,128,2.516119e-02,
9,O,1,0,2.563405990600586,52.777,125,128,2.571868e-02,
9,O,2,0,2.5086658000946045,59.004,125,128,2.661303e-02,
9,O,3,0,2.850410223007202,37.959,125,128,2.425360e-02,
9,O,4,1,2.8199214935302734,45.23,125,128,2.619162e-02,
9,O,5,1,2.790644884109497,55.542,125,128,2.872286e-02,
9,O,6,1,2.9923183917999268,42.031,126,128,2.679191e-02,
9,O,7,1,2.583225727081299,53.972,125,128,2.620950e-02,
9,O,8,2,3.2185187339782715,33.369,125,128,2.567645e-02,
9,O,9,2,2.790952444076538,50.295,125,128,2.733537e-02,
9,O,10,2,2.4395151138305664,55.931,126,128,2.519643e-02,
9,O,11,2,3.073028087615967,34.611,125,128,2.496804e-02,
9,O,12,3,2.1570277214050293,92.2,126,128,2.860427e-02,
9,O,13,3,2.772416353225708,70.072,125,128,3.205102e-02,
9,O,14,3,2.81998872756958,48.32,125,128,2.707196e-02,
9,O,15,3,2.361689567565918,84.908,125,128,3.005440e-02,
9,O,16,4,2.9824531078338623,28.053,125,128,2.181577e-02,
9,O,17,4,3.458940029144287,36.717,123,128,2.894575e-02,
9,O,18,4,3.0544004440307617,19.276,125,128,1.852005e-02,
9,O,19,4,2.599320650100708,26.87,125,128,1.860815e-02,
9,O,20,5,3.2303526401519775,41.735,124,128,2.882111e-02,
9,O,21,5,4.520318984985352,17.854,126,128,2.637823e-02,
9,O,22,5,2.596585750579834,68.288,124,128,2.963378e-02,
9,O,23,5,2.517040967941284,66.388,124,128,2.832353e-02,
9,O,24,6,3.087153911590576,44.297,125,128,2.837638e-02,
9,O,25,6,2.722984790802002,64.949,126,128,3.030695e-02,
9,O,26,6,2.7089450359344482,51.858,125,128,2.694133e-02,
9,O,27,6,3.124645948410034,50.479,125,128,3.065968e-02,
9,O,28,7,3.615978956222534,34.163,124,128,2.918866e-02,
9,O,29,7,2.4302542209625244,44.832,124,128,2.247275e-02,
9,O,30,7,3.429800033569336,23.026,125,128,2.272947e-02,
9,O,31,7,3.288538932800293,29.101,124,128,2.450004e-02,
9,VO,0,0,0.9166537523269653,40.555,124,127,,
9,VO,1,0,0.907823383808136,43.506,124,127,,
9,VO,2,0,0.7764320373535156,63.393,124,128,,
9,VO,3,0,0.9210458993911743,37.148,125,128,,
9,VO,4,1,1.4091280698776245,21.878,124,128,,
9,VO,5,1,0.9445745348930359,57.021,125,128,,
9,VO,6,1,1.5150505304336548,19.759,125,128,,
9,VO,7,1,1.06111741065979,37.799,124,128,,
9,VO,8,2,1.0870394706726074,31.714,124,128,,
9,VO,9,2,0.980494499206543,43.819,124,128,,
9,VO,10,2,0.9676669239997864,38.537,124,128,,
9,VO,11,2,1.1619305610656738,26.489,124,128,,
9,VO,12,3,0.8891021013259888,83.029,125,128,,
9,VO,13,3,1.1020877361297607,67.759,124,128,,
9,VO,14,3,1.1835955381393433,41.677,124,128,,
9,VO,15,3,0.9594154357910156,79.286,124,128,,
9,VO,16,4,0.8206114172935486,23.534,124,128,,
9,VO,17,4,1.0895024538040161,23.189,122,127,,
9,VO,18,4,0.8700971603393555,14.972,124,128,,
9,VO,19,4,0.762859046459198,19.19,124,128,,
9,VO,20,5,1.29166841506958,41.383,123,127,,
9,VO,21,5,1.7590293884277344,18.008,125,128,,
9,VO,22,5,1.0028303861618042,71.144,123,127,,
9,VO,23,5,1.060998558998108,58.962,123,127,,
9,VO,24,6,1.4810506105422974,29.929,123,128,,
9,VO,25,6,1.3107149600982666,44.796,124,128,,
9,VO,26,6,1.2431081533432007,38.23,124,128,,
9,VO,27,6,1.4296281337738037,38.688,124,128,,
9,VO,28,7,0.9236313104629517,41.022,123,128,,
9,VO,29,7,0.741757869720459,38.61,124,128,,
9,VO,30,7,0.8532562851905823,28.926,124,128,,
9,VO,31,7,1.029915452003479,23.941,123,128,,
10,Q,0,0,1.1141356229782104,18.001,117,123,2.512293e-02,
10,Q,1,0,0.9595275521278381,26.773,116,123,2.612215e-02,
10,Q,2,0,1.0597507953643799,21.215,117,124,2.618800e-02,
10,Q,3,0,1.0915086269378662,19.338,118,124,2.528604e-02,
10,Q,4,1,1.2517949342727661,16.567,121,126,2.646021e-02,
10,Q,5,1,1.15312922000885,18.194,121,126,2.562339e-02,
10,Q,6,1,1.0631698369979858,25.667,120,127,2.823996e-02,
10,Q,7,1,1.3852702379226685,13.931,122,127,2.653132e-02,
10,Q,8,2,1.1252104043960571,18.173,119,124,2.477682e-02,
10,Q,9,2,1.179620385169983,17.094,122,128,2.526424e-02,
10,Q,10,2,1.254698395729065,16.069,120,125,2.608683e-02,
10,Q,11,2,1.2157542705535889,17.125,118,125,2.606185e-02,
10,Q,12,3,1.1618752479553223,17.454,118,124,2.448349e-02,
10,Q,13,3,1.2070858478546143,15.793,117,123,2.448378e-02,
10,Q,14,3,1.1363435983657837,18.196,119,125,2.521542e-02,
10,Q,15,3,1.03812837600708,21.693,119,125,2.538648e-02,
10,Q,16,4,0.9165433049201965,29.344,124,128,2.628105e-02,
10,Q,17,4,0.9963595271110535,26.114,123,128,2.692002e-02,
10,Q,18,4,0.782321035861969,47.58,123,127,2.805907e-02,
10,Q,19,4,0.9291771054267883,37.853,123,128,2.947076e-02,
10,Q,20,5,1.239090919494629,15.323,121,127,2.513129e-02,
10,Q,21,5,1.5049209594726562,10.71,118,125,2.549993e-02,
10,Q,22,5,1.4856609106063843,11.124,120,127,2.568650e-02,
10,Q,23,5,1.5063138008117676,8.927,120,127,2.337762e-02,
10,Q,24,6,1.5346736907958984,10.697,122,126,2.594514e-02,
10,Q,25,6,1.4251506328582764,12.51,121,126,2.591831e-02,
10,Q,26,6,1.317495346069336,14.763,120,124,2.620061e-02,
10,Q,27,6,1.2712454795837402,15.487,120,126,2.576331e-02,
10,Q,28,7,1.619493842124939,11.838,118,126,2.855361e-02,
10,Q,29,7,1.472141146659851,11.549,120,127,2.525655e-02,
10,Q,30,7,1.174411654472351,18.526,122,127,2.612549e-02,
10,Q,31,7,1.178005337715149,19.748,120,126,2.689134e-02,
10,K,0,0,1.1457080841064453,19.17,118,125,2.686892e-02,
10,K,1,1,0.9345104694366455,28.377,123,128,2.718995e-02,
10,K,2,2,0.9853348731994629,26.922,122,127,2.687218e-02,
10,K,3,3,0.9866371154785156,27.016,121,127,2.717531e-02,
10,K,4,4,0.9279760122299194,32.189,123,127,2.776671e-02,
10,K,5,5,1.2521493434906006,12.991,117,126,2.393821e-02,
10,K,6,6,0.8434363603591919,35.833,123,128,2.660413e-02,
10,K,7,7,1.1839702129364014,20.027,121,127,2.763345e-02,
10,V,0,0,0.5719558596611023,68.362,125,128,2.464114e-02,
10,V,1,1,0.5477171540260315,100.808,126,128,2.936919e-02,
10,V,2,2,0.60160893201828,92.895,126,128,2.901799e-02,
10,V,3,3,0.6307321190834045,63.896,125,128,2.631481e-02,
10,V,4,4,0.6419873833656311,78.769,125,128,3.029608e-02,
10,V,5,5,0.7843967080116272,91.63,125,128,3.829940e-02,
10,V,6,6,0.6388211846351624,75.508,126,128,2.859958e-02,
10,V,7,7,0.6370158791542053,95.431,125,128,3.158250e-02,
10,O,0,0,2.7461752891540527,40.418,124,128,2.411173e-02,
10,O,1,0,2.6768081188201904,42.42,124,128,2.407761e-02,
10,O,2,0,2.401339292526245,56.56,125,128,2.494134e-02,
10,O,3,0,2.6605467796325684,40.797,123,128,2.346916e-02,
10,O,4,1,2.0838682651519775,85.483,125,128,2.660846e-02,
10,O,5,1,2.333527088165283,72.43,125,128,2.742727e-02,
10,O,6,1,2.658574342727661,52.186,126,128,2.652393e-02,
10,O,7,1,2.126126527786255,92.31,125,128,2.821144e-02,
10,O,8,2,2.7633609771728516,42.773,125,128,2.495924e-02,
10,O,9,2,2.5594065189361572,61.851,124,128,2.779854e-02,
10,O,10,2,2.512084484100342,66.304,125,128,2.824983e-02,
10,O,11,2,2.819592237472534,42.247,127,128,2.531014e-02,
10,O,12,3,3.8605947494506836,19.284,125,128,2.341324e-02,
10,O,13,3,3.5919532775878906,20.393,125,128,2.240193e-02,
10,O,14,3,2.680720567703247,48.861,123,128,2.587887e-02,
10,O,15,3,2.7020254135131836,51.444,123,128,2.676514e-02,
10,O,16,4,2.439206600189209,60.12,125,128,2.611968e-02,
10,O,17,4,2.6255130767822266,60.663,125,128,2.824139e-02,
10,O,18,4,2.7079520225524902,46.294,125,128,2.544578e-02,
10,O,19,4,5.23152494430542,13.325,125,128,2.637422e-02,
10,O,20,5,3.1877944469451904,51.423,125,128,3.157036e-02,
10,O,21,5,2.7562406063079834,68.392,125,128,3.147972e-02,
10,O,22,5,2.654923915863037,65.504,124,128,2.967540e-02,
10,O,23,5,4.08838415145874,40.947,123,128,3.613062e-02,
10,O,24,6,2.122678518295288,74.664,125,128,2.533093e-02,
10,O,25,6,2.411885976791382,57.49,125,128,2.525591e-02,
10,O,26,6,3.0205788612365723,51.547,125,128,2.995051e-02,
10,O,27,6,2.2658824920654297,64.086,125,128,2.505123e-02,
10,O,28,7,2.4973807334899902,70.347,126,128,2.892798e-02,
10,O,29,7,2.017463207244873,83.616,125,128,2.547778e-02,
10,O,30,7,2.6209239959716797,61.568,125,128,2.840148e-02,
10,O,31,7,2.367767333984375,83.76,126,128,2.992730e-02,
10,VO,0,0,1.2285603284835815,35.148,124,128,,
10,VO,1,0,1.2362052202224731,33.283,125,128,,
10,VO,2,0,1.0647860765457153,50.467,124,128,,
10,VO,3,0,1.1154338121414185,40.374,123,128,,
10,VO,4,1,1.0705220699310303,76.886,124,127,,
10,VO,5,1,1.1647617816925049,69.35,124,127,,
10,VO,6,1,1.004080057144165,85.438,126,128,,
10,VO,7,1,1.1043477058410645,81.927,124,127,,
10,VO,8,2,1.56949782371521,35.091,124,128,,
10,VO,9,2,1.4114480018615723,54.479,123,127,,
10,VO,10,2,1.384063482284546,58.342,124,127,,
10,VO,11,2,1.363825798034668,47.386,126,128,,
10,VO,12,3,2.2757248878479004,11.993,123,128,,
10,VO,13,3,2.1115238666534424,12.595,124,128,,
10,VO,14,3,1.4526190757751465,33.68,123,128,,
10,VO,15,3,1.3844972848892212,38.461,122,127,,
10,VO,16,4,1.275654911994934,55.701,124,127,,
10,VO,17,4,1.5169134140014648,47.099,123,127,,
10,VO,18,4,1.6737475395202637,30.755,124,128,,
10,VO,19,4,2.844285249710083,11.078,125,128,,
10,VO,20,5,2.23214054107666,47.495,122,127,,
10,VO,21,5,1.8404502868652344,70.148,123,128,,
10,VO,22,5,1.7453571557998657,66.524,123,127,,
10,VO,23,5,2.9667906761169434,36.539,119,127,,
10,VO,24,6,1.1358834505081177,63.844,124,128,,
10,VO,25,6,1.330932378768921,46.643,124,128,,
10,VO,26,6,1.84523606300354,34.633,124,128,,
10,VO,27,6,1.240859031677246,51.667,124,128,,
10,VO,28,7,1.2239094972610474,88.732,125,128,,
10,VO,29,7,1.164377212524414,77.403,123,127,,
10,VO,30,7,1.4237290620803833,62.625,124,127,,
10,VO,31,7,1.2700647115707397,87.512,124,128,,
11,Q,0,0,0.9214414358139038,14.636,122,127,2.539633e-02,
11,Q,1,0,0.863715410232544,20.299,120,126,2.852077e-02,
11,Q,2,0,0.7690556645393372,21.059,123,127,2.567848e-02,
11,Q,3,0,1.0619288682937622,9.819,122,128,2.402283e-02,
11,Q,4,1,1.0599738359451294,12.446,123,127,2.708743e-02,
11,Q,5,1,1.1218286752700806,11.364,122,127,2.701714e-02,
11,Q,6,1,0.9666858315467834,14.37,121,126,2.657823e-02,
11,Q,7,1,1.097069501876831,12.306,122,127,2.771119e-02,
11,Q,8,2,0.9887142181396484,10.008,117,126,2.362186e-02,
11,Q,9,2,0.8752560019493103,10.351,122,127,2.195288e-02,
11,Q,10,2,1.0070441961288452,8.901,121,127,2.300069e-02,
11,Q,11,2,1.1716569662094116,8.451,122,127,2.538335e-02,
11,Q,12,3,0.7934806942939758,20.177,122,127,2.575012e-02,
11,Q,13,3,0.8227765560150146,20.817,121,127,2.732675e-02,
11,Q,14,3,1.1776964664459229,10.283,121,128,2.657337e-02,
11,Q,15,3,0.9363073706626892,16.119,122,127,2.679513e-02,
11,Q,16,4,0.909280002117157,16.047,120,127,2.622144e-02,
11,Q,17,4,0.8969120383262634,16.5,119,125,2.626449e-02,
11,Q,18,4,0.9734944701194763,14.204,119,126,2.646691e-02,
11,Q,19,4,0.9379348158836365,14.531,119,125,2.592368e-02,
11,Q,20,5,1.0791618824005127,11.172,120,126,2.618785e-02,
11,Q,21,5,0.9455523490905762,14.124,120,126,2.616365e-02,
11,Q,22,5,0.9272059202194214,15.31,120,126,2.648258e-02,
11,Q,23,5,0.9269258975982666,15.949,120,126,2.705906e-02,
11,Q,24,6,0.9972423911094666,14.048,122,127,2.682944e-02,
11,Q,25,6,0.8768912553787231,18.721,121,126,2.764733e-02,
11,Q,26,6,1.066339135169983,12.548,122,127,2.687440e-02,
11,Q,27,6,1.1024386882781982,11.641,122,127,2.697822e-02,
11,Q,28,7,0.9435232877731323,13.827,121,126,2.522825e-02,
11,Q,29,7,0.9270654916763306,14.693,121,127,2.526962e-02,
11,Q,30,7,0.9713138937950134,13.889,119,126,2.589452e-02,
11,Q,31,7,0.9104244709014893,15.73,120,126,2.617899e-02,
11,K,0,0,0.9713879823684692,14.631,121,127,2.719770e-02,
11,K,1,1,0.6819331049919128,29.137,123,128,2.733880e-02,
11,K,2,2,0.42081016302108765,47.151,119,127,2.453669e-02,
11,K,3,3,0.7250244617462158,27.651,121,127,2.794907e-02,
11,K,4,4,0.5636864304542542,42.807,120,127,2.740587e-02,
11,K,5,5,0.6996519565582275,26.225,121,127,2.730453e-02,
11,K,6,6,0.6948985457420349,29.08,122,127,2.739785e-02,
11,K,7,7,0.7858408689498901,21.662,123,128,2.697515e-02,
11,V,0,0,0.5237452983856201,81.55,126,128,3.419525e-02,
11,V,1,1,0.4682270884513855,89.207,126,128,3.224814e-02,
11,V,2,2,0.42757126688957214,53.276,126,128,2.268288e-02,
11,V,3,3,0.46835747361183167,95.451,126,128,3.323597e-02,
11,V,4,4,0.43204861879348755,62.759,125,128,2.597123e-02,
11,V,5,5,0.4660300612449646,87.749,126,128,3.299442e-02,
11,V,6,6,0.4460828900337219,85.309,126,128,2.974369e-02,
11,V,7,7,0.5080152750015259,65.72,126,128,2.978174e-02,
11,O,0,0,2.3963918685913086,69.203,125,128,2.753147e-02,
11,O,1,0,2.9341297149658203,58.31,126,128,3.094298e-02,
11,O,2,0,2.739835023880005,63.679,124,128,3.019488e-02,
11,O,3,0,2.7498061656951904,46.492,124,128,2.589405e-02,
11,O,4,1,2.575176239013672,72.054,126,128,3.018890e-02,
11,O,5,1,2.324669361114502,69.134,126,128,2.669434e-02,
11,O,6,1,2.3993992805480957,74.05,126,128,2.851513e-02,
11,O,7,1,2.35306978225708,66.508,126,128,2.650223e-02,
11,O,8,2,3.224055051803589,28.95,125,128,2.395718e-02,
11,O,9,2,3.3072400093078613,16.259,125,128,1.841699e-02,
11,O,10,2,2.9401416778564453,22.979,125,128,1.946446e-02,
11,O,11,2,2.4271812438964844,67.759,122,128,2.759292e-02,
11,O,12,3,3.0974175930023193,34.643,126,128,2.517790e-02,
11,O,13,3,2.6854746341705322,75.092,125,128,3.213868e-02,
11,O,14,3,2.1507866382598877,75.629,125,128,2.583163e-02,
11,O,15,3,2.3475465774536133,81.688,123,128,2.930248e-02,
11,O,16,4,3.319579839706421,31.353,124,128,2.567044e-02,
11,O,17,4,2.432354688644409,62.155,123,128,2.648360e-02,
11,O,18,4,3.4332478046417236,24.918,124,128,2.366854e-02,
11,O,19,4,2.528879165649414,53.652,126,128,2.558183e-02,
11,O,20,5,2.703681707382202,55.174,126,128,2.773531e-02,
11,O,21,5,2.7308781147003174,58.565,126,128,2.886247e-02,
11,O,22,5,2.5866503715515137,65.39,126,128,2.888713e-02,
11,O,23,5,2.5756618976593018,65.521,126,128,2.879320e-02,
11,O,24,6,2.3516876697540283,72.878,125,128,2.772608e-02,
11,O,25,6,2.9880337715148926,41.818,126,128,2.668579e-02,
11,O,26,6,2.3601338863372803,68.273,125,128,2.693212e-02,
11,O,27,6,2.5082180500030518,58.355,125,128,2.646160e-02,
11,O,28,7,2.9970457553863525,37.587,125,128,2.537590e-02,
11,O,29,7,2.848869800567627,42.669,125,128,2.570032e-02,
11,O,30,7,2.6280157566070557,51.591,125,128,2.606911e-02,
11,O,31,7,3.214287281036377,43.677,125,128,2.933750e-02,
11,VO,0,0,1.0251213312149048,65.992,124,127,,
11,VO,1,0,1.2534693479537964,56.216,125,128,,
11,VO,2,0,1.2589459419250488,53.546,123,127,,
11,VO,3,0,1.3519542217254639,34.344,122,127,,
11,VO,4,1,1.1292343139648438,58.426,124,128,,
11,VO,5,1,1.0126712322235107,56.623,125,128,,
11,VO,6,1,0.9857386946678162,67.503,125,128,,
11,VO,7,1,0.8792522549629211,72.292,125,128,,
11,VO,8,2,0.971237063407898,23.576,125,128,,
11,VO,9,2,1.221291184425354,9.721,124,128,,
11,VO,10,2,1.138437032699585,12.419,125,128,,
11,VO,11,2,0.7695322632789612,50.305,123,128,,
11,VO,12,3,1.2020224332809448,36.068,125,128,,
11,VO,13,3,1.1276189088821411,69.979,124,128,,
11,VO,14,3,0.8610628843307495,77.109,125,127,,
11,VO,15,3,0.9853989481925964,77.216,122,127,,
11,VO,16,4,0.9492745995521545,34.329,125,128,,
11,VO,17,4,0.7939013242721558,50.841,124,128,,
11,VO,18,4,0.8398215770721436,36.064,125,128,,
11,VO,19,4,0.8879801034927368,40.343,125,128,,
11,VO,20,5,1.0800259113311768,51.357,125,128,,
11,VO,21,5,1.1619724035263062,49.344,125,128,,
11,VO,22,5,1.0494259595870972,59.32,125,128,,
11,VO,23,5,1.065722942352295,57.019,125,128,,
11,VO,24,6,0.8734484314918518,69.927,125,127,,
11,VO,25,6,0.9160486459732056,58.571,126,128,,
11,VO,26,6,0.9151217937469482,60.698,124,127,,
11,VO,27,6,1.0810761451721191,41.788,125,127,,
11,VO,28,7,1.3174958229064941,27.322,123,127,,
11,VO,29,7,1.3060822486877441,28.184,124,128,,
11,VO,30,7,1.1051260232925415,39.928,124,128,,
11,VO,31,7,1.265626072883606,37.704,124,127,,
12,Q,0,0,1.3930022716522217,6.107,115,125,2.346592e-02,
12,Q,1,0,1.2908496856689453,10.926,117,124,2.854929e-02,
12,Q,2,0,1.1813048124313354,8.087,109,122,2.292137e-02,
12,Q,3,0,1.1112154722213745,11.84,120,126,2.586629e-02,
12,Q,4,1,1.0850826501846313,14.549,123,128,2.781773e-02,
12,Q,5,1,1.0206010341644287,15.784,121,126,2.718516e-02,
12,Q,6,1,0.9794392585754395,17.176,122,127,2.714788e-02,
12,Q,7,1,0.8925117254257202,23.209,121,127,2.867552e-02,
12,Q,8,2,1.0002726316452026,19.188,120,127,2.914230e-02,
12,Q,9,2,1.2453426122665405,10.67,122,127,2.672343e-02,
12,Q,10,2,1.1151856184005737,12.632,121,127,2.630774e-02,
12,Q,11,2,1.1861138343811035,12.593,122,126,2.798830e-02,
12,Q,12,3,1.10433030128479,13.44,121,127,2.713694e-02,
12,Q,13,3,0.9939765930175781,16.84,122,127,2.734438e-02,
12,Q,14,3,1.071523666381836,15.056,121,127,2.785057e-02,
12,Q,15,3,0.9847192168235779,17.362,123,128,2.755034e-02,
12,Q,16,4,1.027306318283081,14.087,120,126,2.520045e-02,
12,Q,17,4,0.8130629658699036,19.692,120,125,2.388339e-02,
12,Q,18,4,1.0439399480819702,11.332,120,126,2.344685e-02,
12,Q,19,4,1.0440280437469482,12.712,119,124,2.513234e-02,
12,Q,20,5,0.9460638165473938,10.956,123,128,2.230182e-02,
12,Q,21,5,0.9833934903144836,13.571,122,127,2.547266e-02,
12,Q,22,5,0.8816426396369934,16.763,122,128,2.509717e-02,
12,Q,23,5,0.8281118869781494,15.488,121,126,2.325577e-02,
12,Q,24,6,1.3654972314834595,5.902,119,126,2.328170e-02,
12,Q,25,6,0.9203881025314331,13.96,119,125,2.351598e-02,
12,Q,26,6,0.9765960574150085,14.377,118,124,2.367740e-02,
12,Q,27,6,1.4298261404037476,8.329,117,125,2.649153e-02,
12,Q,28,7,1.4383660554885864,8.177,120,127,2.742146e-02,
12,Q,29,7,1.2281875610351562,11.149,121,126,2.774535e-02,
12,Q,30,7,1.1940860748291016,10.585,121,126,2.631655e-02,
12,Q,31,7,1.2714470624923706,10.918,121,126,2.797489e-02,
12,K,0,0,0.6818397641181946,27.501,121,127,2.500598e-02,
12,K,1,1,0.7813913822174072,28.566,122,127,2.821871e-02,
12,K,2,2,0.78339022397995,27.137,122,128,2.747148e-02,
12,K,3,3,0.78568434715271,28.012,121,127,2.838269e-02,
12,K,4,4,0.8776296377182007,19.349,123,128,2.628441e-02,
12,K,5,5,0.7074821591377258,24.202,119,127,2.515305e-02,
12,K,6,6,0.5107611417770386,40.25,122,128,2.478102e-02,
12,K,7,7,0.5925308465957642,43.059,120,127,2.706316e-02,
12,V,0,0,0.4387161433696747,57.811,124,128,2.395876e-02,
12,V,1,1,0.5311484932899475,83.309,125,128,3.199315e-02,
12,V,2,2,0.4911966621875763,100.222,126,128,3.270975e-02,
12,V,3,3,0.5771434307098389,84.138,126,128,3.572364e-02,
12,V,4,4,0.5732486248016357,47.415,125,128,2.623122e-02,
12,V,5,5,0.5618523955345154,79.056,125,128,3.467581e-02,
12,V,6,6,0.5424450635910034,55.243,125,128,2.603061e-02,
12,V,7,7,0.4355136752128601,87.496,126,128,2.852240e-02,
12,O,0,0,2.6937506198883057,36.835,121,127,2.257875e-02,
12,O,1,0,3.0795860290527344,36.7,122,128,2.576552e-02,
12,O,2,0,3.2449378967285156,28.046,124,128,2.373318e-02,
12,O,3,0,3.047381639480591,44.175,123,128,2.797204e-02,
12,O,4,1,2.3237740993499756,76.683,125,128,2.810307e-02,
12,O,5,1,2.5041098594665527,62.95,125,128,2.743865e-02,
12,O,6,1,2.3781425952911377,66.897,124,128,2.686283e-02,
12,O,7,1,2.6375386714935303,53.558,126,128,2.665769e-02,
12,O,8,2,2.9734385013580322,53.96,126,128,3.016500e-02,
12,O,9,2,2.289210319519043,81.465,125,128,2.853525e-02,
12,O,10,2,2.2788870334625244,78.938,125,128,2.796257e-02,
12,O,11,2,1.9712854623794556,82.91,126,128,2.478922e-02,
12,O,12,3,2.586494207382202,70.418,125,128,2.997522e-02,
12,O,13,3,2.6825573444366455,57.355,126,128,2.805734e-02,
12,O,14,3,2.6235270500183105,62.236,126,128,2.858354e-02,
12,O,15,3,2.462042808532715,71.838,126,128,2.881929e-02,
12,O,16,4,3.5747885704040527,24.866,124,128,2.461854e-02,
12,O,17,4,3.3182101249694824,30.711,123,127,2.539594e-02,
12,O,18,4,2.928576946258545,35.632,120,127,2.414278e-02,
12,O,19,4,3.045476198196411,43.345,123,128,2.769089e-02,
12,O,20,5,3.3307740688323975,36.89,124,128,2.793906e-02,
12,O,21,5,3.3603923320770264,38.038,124,128,2.862267e-02,
12,O,22,5,3.015498399734497,39.716,125,128,2.624549e-02,
12,O,23,5,3.7382545471191406,36.623,124,128,3.124340e-02,
12,O,24,6,3.2116453647613525,30.005,122,128,2.429599e-02,
12,O,25,6,3.845895528793335,26.316,124,128,2.724712e-02,
12,O,26,6,3.4906530380249023,30.742,124,128,2.672900e-02,
12,O,27,6,2.3989949226379395,49.744,123,128,2.336737e-02,
12,O,28,7,2.9226837158203125,45.928,126,128,2.735450e-02,
12,O,29,7,2.7013537883758545,51.79,125,128,2.684821e-02,
12,O,30,7,2.398560047149658,56.149,126,128,2.482164e-02,
12,O,31,7,2.257362127304077,65.968,125,128,2.532080e-02,
12,VO,0,0,0.9526001811027527,26.268,121,127,,
12,VO,1,0,0.8748520016670227,38.773,120,126,,
12,VO,2,0,0.9642602801322937,27.3,123,128,,
12,VO,3,0,1.0176047086715698,35.282,120,126,,
12,VO,4,1,1.1594606637954712,56.807,124,128,,
12,VO,5,1,1.2468310594558716,47.776,123,127,,
12,VO,6,1,1.1060268878936768,58.282,122,127,,
12,VO,7,1,0.9792218208312988,70.491,125,128,,
12,VO,8,2,1.0393496751785278,83.141,125,128,,
12,VO,9,2,1.0361148118972778,75.903,124,127,,
12,VO,10,2,1.0287221670150757,73.806,124,127,,
12,VO,11,2,0.8677246570587158,80.998,125,127,,
12,VO,12,3,1.300159215927124,61.664,124,128,,
12,VO,13,3,1.2833843231201172,54.906,125,128,,
12,VO,14,3,1.396054744720459,48.919,124,128,,
12,VO,15,3,1.2947603464126587,57.702,124,128,,
12,VO,16,4,1.9900672435760498,11.146,122,127,,
12,VO,17,4,1.6119426488876343,18.407,120,127,,
12,VO,18,4,0.8746705055236816,42.55,122,127,,
12,VO,19,4,1.16351318359375,33.598,122,127,,
12,VO,20,5,1.4959357976913452,35.351,124,128,,
12,VO,21,5,1.6193954944610596,33.667,121,127,,
12,VO,22,5,1.409650206565857,35.205,124,128,,
12,VO,23,5,1.7707111835479736,31.316,124,128,,
12,VO,24,6,0.921843409538269,40.36,123,128,,
12,VO,25,6,1.9817028045654297,13.291,122,128,,
12,VO,26,6,1.2109439373016357,31.56,124,128,,
12,VO,27,6,0.8981351852416992,44.751,121,127,,
12,VO,28,7,1.1766141653060913,36.872,125,128,,
12,VO,29,7,1.0649046897888184,44.034,124,128,,
12,VO,30,7,0.8440245389938354,58.366,125,128,,
12,VO,31,7,0.9109985828399658,53.135,124,128,,
13,Q,0,0,1.1911449432373047,11.082,120,127,2.751225e-02,
13,Q,1,0,1.1338824033737183,11.783,118,126,2.772037e-02,
13,Q,2,0,1.352510929107666,8.278,121,127,2.720393e-02,
13,Q,3,0,1.181252360343933,10.613,118,124,2.648892e-02,
13,Q,4,1,1.0073716640472412,13.841,120,127,2.730207e-02,
